,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
8783,000603-00-0328,10000,C14,C02,C04,C22,C06,C13,,,,,,,,,,,,,,,,,,,,,
8784,000603-00-0329,10017,C12,C20,C15,C04,C03,C19,C01,C10,,,,,,,,,,,,,,,,,,,
8785,000603-00-0330,10016,C12,C20,C15,C03,C19,C10,C01,C21,C02,C17,C04,,,,,,,,,,,,,,,,
8786,000603-00-0332,10002,C03,C14,C01,C23,C04,,,,,,,,,,,,,,,,,,,,,,
8787,000603-00-0334,10001,C14,C22,C15,C06,C10,,,,,,,,,,,,,,,,,,,,,,
8788,000603-00-0336,10003,C14,C06,C22,C03,C10,C15,C01,,,,,,,,,,,,,,,,,,,,
8789,000603-00-0338,10004,C10,C02,C03,C01,C04,,,,,,,,,,,,,,,,,,,,,,
8790,000603-00-0340,10012,C12,C03,C01,C19,C14,C02,C10,C20,C15,C21,C04,,,,,,,,,,,,,,,,
8791,000603-00-0343,10005,C01,C06,C14,C21,C22,C19,,,,,,,,,,,,,,,,,,,,,
8792,000603-00-0344,10007,C14,C04,,,,,,,,,,,,,,,,,,,,,,,,,
8793,000603-00-0346,10006,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
8794,000603-00-0348,10008,C12,C03,C10,C15,C19,C21,,,,,,,,,,,,,,,,,,,,,
8795,000603-00-0350,10013,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
8796,000603-00-0352,10012,C14,C06,C22,C19,,,,,,,,,,,,,,,,,,,,,,,
8797,000603-00-0354,10011,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
8798,000603-00-0356,10014,C12,C20,C03,C15,C09,,,,,,,,,,,,,,,,,,,,,,
8799,000603-00-0357,10015,C20,C16,C17,C19,C22,C02,C03,C05,C09,C12,C15,,,,,,,,,,,,,,,,
8800,000603-00-0360,10010,C19,C11,C03,,,,,,,,,,,,,,,,,,,,,,,,
8801,000603-00-0362,10018,C02,C08,C04,C14,C22,C11,C06,C10,,,,,,,,,,,,,,,,,,,
8802,000603-00-0364,10019,C21,C23,C16,C13,C18,C17,C11,C04,C08,,,,,,,,,,,,,,,,,,
8803,000603-00-0367,10022,C12,C14,C20,C06,,,,,,,,,,,,,,,,,,,,,,,
8804,000603-00-0369,10020,C04,C14,C08,C02,C06,C10,C21,,,,,,,,,,,,,,,,,,,,
8805,000603-00-0371,10021,C12,C20,C15,C01,C19,C10,C03,C21,C06,,,,,,,,,,,,,,,,,,
8806,000603-00-0372,10000,C21,C02,C01,C20,C15,C14,,,,,,,,,,,,,,,,,,,,,
8807,000603-00-0374,10021,C21,,,,,,,,,,,,,,,,,,,,,,,,,,
8808,000603-00-0376,10022,C03,C21,,,,,,,,,,,,,,,,,,,,,,,,,
8809,000603-00-0378,10017,C06,C02,C18,C17,C16,C19,C11,C12,C21,,,,,,,,,,,,,,,,,,
8810,000603-00-0380,10019,C06,C08,C21,C05,,,,,,,,,,,,,,,,,,,,,,,
8811,000603-00-0381,10020,C17,C19,C20,C14,C12,C02,C03,C01,C10,,,,,,,,,,,,,,,,,,
8812,000603-00-0384,10017,C10,C04,C07,C21,C14,C02,,,,,,,,,,,,,,,,,,,,,
8813,000603-00-0385,10018,C10,C04,C07,C21,C14,C02,,,,,,,,,,,,,,,,,,,,,
8814,000603-00-0387,10015,C15,C03,C21,,,,,,,,,,,,,,,,,,,,,,,,
8815,000603-00-0390,10014,C01,C03,C14,C02,C12,C15,C19,C21,,,,,,,,,,,,,,,,,,,
8816,000603-00-0392,10013,C12,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,000603-00-0394,10012,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
8818,000603-00-0395,10010,C04,C21,C19,C12,C10,C03,C02,C01,,,,,,,,,,,,,,,,,,,
8819,000603-00-0397,10011,C21,C04,C06,C16,C17,C22,C18,C07,C08,C09,C23,C11,C10,C13,C14,,,,,,,,,,,,
8820,000603-00-0400,10009,C01,C12,C03,C19,C10,,,,,,,,,,,,,,,,,,,,,,
8821,000603-00-0402,10008,C21,C04,C02,C03,C19,C11,C15,C14,C08,,,,,,,,,,,,,,,,,,
8822,000603-00-0404,10007,C16,C13,C04,C20,,,,,,,,,,,,,,,,,,,,,,,
8823,000603-00-0406,10005,C12,C15,C01,,,,,,,,,,,,,,,,,,,,,,,,
8824,000603-00-0407,10006,C12,C15,C03,C19,C10,C20,C01,C02,C14,,,,,,,,,,,,,,,,,,
8825,000603-00-0409,10002,C02,C04,C08,C14,C21,,,,,,,,,,,,,,,,,,,,,,
8826,000603-00-0412,10003,C21,C06,C14,C09,C10,C05,C04,C08,C22,C07,,,,,,,,,,,,,,,,,
8827,000603-00-0413,10001,C04,C08,C14,C02,C19,,,,,,,,,,,,,,,,,,,,,,
8828,000603-00-0416,10022,C03,C16,C05,,,,,,,,,,,,,,,,,,,,,,,,
8829,000603-00-0418,10000,C21,C15,C12,C04,C02,C01,,,,,,,,,,,,,,,,,,,,,
8830,000603-00-0420,10020,C12,C15,C14,C06,C21,C05,C08,C19,C22,C23,C01,C02,C03,C04,C09,C10,C11,C13,C16,C17,C18,C20,,,,,
8831,000603-00-0422,10019,C04,C08,C02,C14,C22,C20,C03,C05,C10,C15,C18,C19,,,,,,,,,,,,,,,
8832,000603-00-0423,10015,C03,C19,C15,C10,C01,,,,,,,,,,,,,,,,,,,,,,
8833,000603-00-0424,10017,C03,C15,C21,C19,,,,,,,,,,,,,,,,,,,,,,,
8834,000603-00-0427,10016,C21,C19,C10,C15,C14,C01,C03,C12,C04,,,,,,,,,,,,,,,,,,
8835,000603-00-0429,10014,C02,C22,C14,C04,C08,,,,,,,,,,,,,,,,,,,,,,
8836,000603-00-0431,10012,C10,C03,C15,C04,,,,,,,,,,,,,,,,,,,,,,,
8837,000603-00-0432,10013,C20,C10,C13,,,,,,,,,,,,,,,,,,,,,,,,
8838,000603-00-0435,10010,C02,C12,,,,,,,,,,,,,,,,,,,,,,,,,
8839,000603-00-0436,10006,C03,C04,C21,C01,C19,C14,C16,,,,,,,,,,,,,,,,,,,,
8840,000603-00-0438,10004,C20,C05,,,,,,,,,,,,,,,,,,,,,,,,,
8841,000603-00-0439,10009,C03,C19,C01,C02,C10,C11,C15,,,,,,,,,,,,,,,,,,,,
8842,000603-00-0441,10005,C06,C21,C19,C03,C11,C14,C22,C10,C02,C01,,,,,,,,,,,,,,,,,
8843,000603-00-0442,10007,C21,C10,C06,C12,C03,C04,C01,C19,C20,C15,,,,,,,,,,,,,,,,,
8844,000603-00-0445,10003,C14,C06,C22,C10,C21,C15,C19,C04,C20,C01,C02,C03,C12,C11,,,,,,,,,,,,,
8845,000603-00-0447,10002,C12,C20,C15,C02,C10,,,,,,,,,,,,,,,,,,,,,,
8846,000603-00-0449,10001,C19,C21,C08,C14,C05,C06,,,,,,,,,,,,,,,,,,,,,
8847,000603-00-0450,10022,C17,C12,C01,,,,,,,,,,,,,,,,,,,,,,,,
8848,000603-00-0452,10000,C10,C02,C12,,,,,,,,,,,,,,,,,,,,,,,,
8849,000603-00-0454,10018,C21,C03,C15,C01,,,,,,,,,,,,,,,,,,,,,,,
8850,000603-00-0458,10019,C03,C21,C12,C15,C02,C10,C20,C14,,,,,,,,,,,,,,,,,,,
8851,000603-00-0459,10017,C21,C03,C19,,,,,,,,,,,,,,,,,,,,,,,,
8852,000603-00-0461,10015,C06,C10,,,,,,,,,,,,,,,,,,,,,,,,,
8853,000603-00-0463,10013,C02,C12,C21,,,,,,,,,,,,,,,,,,,,,,,,
8854,000603-00-0466,10016,C14,C20,C19,C17,C03,C15,C21,C16,C11,C10,C09,C08,,,,,,,,,,,,,,,
8855,000603-00-0467,10011,C02,C03,C15,C10,C21,,,,,,,,,,,,,,,,,,,,,,
8856,000603-00-0469,10014,C02,C08,C14,C04,C22,C21,C06,,,,,,,,,,,,,,,,,,,,
8857,000603-00-0472,10012,C14,C04,C02,C08,C22,,,,,,,,,,,,,,,,,,,,,,
8858,000603-00-0473,10009,C21,C20,C12,C10,C01,C02,C03,,,,,,,,,,,,,,,,,,,,
8859,000603-00-0476,10006,C10,C02,C21,C04,C08,,,,,,,,,,,,,,,,,,,,,,
8860,000603-00-0477,10008,C04,C02,C08,C14,C22,,,,,,,,,,,,,,,,,,,,,,
8861,000603-00-0479,10005,C15,C12,C19,C20,,,,,,,,,,,,,,,,,,,,,,,
8862,000603-00-0481,10004,C06,C19,C01,C02,C03,,,,,,,,,,,,,,,,,,,,,,
8863,000603-00-0483,10003,C06,C10,C12,C14,C15,C19,C20,C01,C02,,,,,,,,,,,,,,,,,,
8864,000603-00-0485,10007,C20,C10,C19,C01,C12,C13,,,,,,,,,,,,,,,,,,,,,
8865,000603-00-0486,10002,C21,C10,C19,C15,,,,,,,,,,,,,,,,,,,,,,,
8866,000603-00-0489,10001,C14,C06,C02,C04,C08,C22,,,,,,,,,,,,,,,,,,,,,
8867,000603-00-0492,10020,C14,C06,C02,C04,C08,C22,,,,,,,,,,,,,,,,,,,,,
8868,000603-00-0493,10019,C19,C15,C03,C20,C01,C02,C14,C12,C10,C21,C22,C08,C04,,,,,,,,,,,,,,
8869,000603-00-0496,10018,C06,C04,,,,,,,,,,,,,,,,,,,,,,,,,
8870,000603-00-0497,10016,C12,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,
8871,000603-00-0500,10013,C12,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,000603-00-0501,10014,C12,C03,C19,,,,,,,,,,,,,,,,,,,,,,,,
8873,000603-00-0504,10007,C21,C14,C02,C01,C05,C12,C03,,,,,,,,,,,,,,,,,,,,
8874,000603-00-0505,10011,C19,C15,C06,,,,,,,,,,,,,,,,,,,,,,,,
8875,000603-00-0507,10009,C14,C02,C03,C08,C19,C15,,,,,,,,,,,,,,,,,,,,,
8876,000603-00-0510,10001,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
8877,000603-00-0511,10005,C14,C04,C05,C16,,,,,,,,,,,,,,,,,,,,,,,
8878,000603-00-0513,10006,C02,C01,C19,C20,C15,C12,C03,C14,,,,,,,,,,,,,,,,,,,
8879,000603-00-0515,10004,C10,C14,C19,C01,C03,C12,C15,C20,C02,C05,C07,C09,C13,C17,C21,C23,C06,C08,C11,C18,C22,C16,C04,,,,
8880,000603-00-0517,10021,C04,C11,C06,C10,C03,C05,C09,C12,C15,C19,,,,,,,,,,,,,,,,,
8881,000603-00-0520,10015,C02,C14,C03,,,,,,,,,,,,,,,,,,,,,,,,
8882,000603-00-0521,10020,C02,C04,C19,C03,C21,,,,,,,,,,,,,,,,,,,,,,
8883,000603-00-0523,10019,C10,C15,C13,C04,C03,,,,,,,,,,,,,,,,,,,,,,
8884,000603-00-0525,10017,C06,C01,C03,C14,C21,C19,C08,C07,C22,,,,,,,,,,,,,,,,,,
8885,000603-00-0527,10022,C12,C02,C14,,,,,,,,,,,,,,,,,,,,,,,,
8886,000603-00-0530,10016,C21,C10,C14,C01,C02,C04,C19,C12,C20,,,,,,,,,,,,,,,,,,
8887,000603-00-0532,10015,C19,C03,C02,C01,C12,C14,C15,C10,,,,,,,,,,,,,,,,,,,
8888,000603-00-0534,10014,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,000603-00-0535,10013,C21,C15,C06,C09,,,,,,,,,,,,,,,,,,,,,,,
8890,000603-00-0537,10012,C21,C08,C06,C02,C14,C19,C03,C04,C15,,,,,,,,,,,,,,,,,,
8891,000603-00-0539,10006,C13,C12,C03,C15,,,,,,,,,,,,,,,,,,,,,,,
8892,000603-00-0541,10007,C08,C02,C04,C14,C22,C21,C10,,,,,,,,,,,,,,,,,,,,
8893,000603-00-0543,10008,C10,C12,C14,C15,C19,C20,C01,C02,C03,,,,,,,,,,,,,,,,,,
8894,000603-00-0545,10004,C20,C08,C12,,,,,,,,,,,,,,,,,,,,,,,,
8895,000603-00-0548,10003,C08,C21,C14,C03,,,,,,,,,,,,,,,,,,,,,,,
8896,000603-00-0550,10009,C12,C20,C15,C10,C01,C13,,,,,,,,,,,,,,,,,,,,,
8897,000603-00-0551,10010,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,,
8898,000603-00-0553,10011,C12,C14,C15,C18,C19,C23,C01,C02,C03,C10,,,,,,,,,,,,,,,,,
8899,000603-00-0556,10000,C20,C13,C12,,,,,,,,,,,,,,,,,,,,,,,,
8900,000603-00-0557,10022,C20,C13,C19,C04,,,,,,,,,,,,,,,,,,,,,,,
8901,000603-00-0559,10001,C12,C19,C20,C15,C03,C10,C01,C08,C21,,,,,,,,,,,,,,,,,,
8902,000603-00-0562,10020,C21,C10,C03,C04,C19,C01,C08,C14,C20,,,,,,,,,,,,,,,,,,
8903,000603-00-0564,10021,C21,C02,C09,C05,C08,C14,C19,C04,C06,,,,,,,,,,,,,,,,,,
8904,000603-00-0565,10018,C12,C19,C20,C03,C01,C02,C10,C14,C15,C21,C04,,,,,,,,,,,,,,,,
8905,000603-00-0567,10017,C19,C20,C01,C02,C03,C10,C12,C14,C16,,,,,,,,,,,,,,,,,,
8906,000603-00-0570,10015,C15,C01,C19,C04,,,,,,,,,,,,,,,,,,,,,,,
8907,000603-00-0572,10000,C14,C11,C09,C07,C03,C18,C15,,,,,,,,,,,,,,,,,,,,
8908,000603-00-0574,10003,C13,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,000603-00-0577,10001,C12,C08,C19,C03,C14,C01,,,,,,,,,,,,,,,,,,,,,
8910,000603-00-0578,10004,C12,C11,C14,,,,,,,,,,,,,,,,,,,,,,,,
8911,000603-00-0581,10005,C21,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,
8912,000603-00-0584,10006,C20,C03,C13,C12,C10,C15,C01,,,,,,,,,,,,,,,,,,,,
8913,000603-00-0585,10010,C12,C15,C20,C01,C03,C06,C13,,,,,,,,,,,,,,,,,,,,
8914,000603-00-0586,10008,C10,C02,C12,C08,,,,,,,,,,,,,,,,,,,,,,,
8915,000603-00-0587,10011,C06,C14,C02,C07,,,,,,,,,,,,,,,,,,,,,,,
8916,000603-00-0590,10009,C12,C14,C20,C03,C10,C15,C02,C04,C06,C01,,,,,,,,,,,,,,,,,
8917,000603-00-0591,10013,C15,C19,C04,C01,,,,,,,,,,,,,,,,,,,,,,,
8918,000603-00-0594,10012,C06,C21,C03,C14,C15,C19,C05,C08,,,,,,,,,,,,,,,,,,,
8919,000603-00-0597,10016,C15,C08,C19,C04,C21,C01,C22,C14,C12,C10,,,,,,,,,,,,,,,,,
8920,000603-00-0598,10017,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
8921,000603-00-0600,10015,C02,C03,C06,,,,,,,,,,,,,,,,,,,,,,,,
8922,000603-00-0603,10020,C15,C08,C19,C04,C21,C01,C22,C14,C12,C10,,,,,,,,,,,,,,,,,
8923,000603-00-0606,10019,C21,C14,C09,,,,,,,,,,,,,,,,,,,,,,,,
8924,000603-00-0607,10000,C12,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
8925,000603-00-0609,10021,C02,C04,C08,C22,C20,C19,C14,C15,,,,,,,,,,,,,,,,,,,
8926,000603-00-0611,10022,C21,C14,C06,C08,C04,,,,,,,,,,,,,,,,,,,,,,
8927,000603-00-0614,10001,C02,C12,C01,C19,C21,C20,,,,,,,,,,,,,,,,,,,,,
8928,000603-00-0615,10002,C13,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,
8929,000603-00-0617,10004,C12,C15,C03,C20,C13,,,,,,,,,,,,,,,,,,,,,,
8930,000603-00-0619,10005,C03,C15,C10,,,,,,,,,,,,,,,,,,,,,,,,
8931,000603-00-0622,10007,C10,C20,C12,C01,C19,C15,C03,,,,,,,,,,,,,,,,,,,,
8932,000603-00-0623,10003,C19,C20,C04,C13,C21,C17,C10,C09,C02,C03,C01,C05,C08,C06,C23,C22,C16,C12,C15,C07,C14,C18,C11,,,,
8933,000603-00-0626,10009,C10,C21,C12,C03,C15,C06,,,,,,,,,,,,,,,,,,,,,
8934,000603-00-0628,10008,C22,C01,C06,C14,C04,C21,C08,C03,C11,,,,,,,,,,,,,,,,,,
8935,000603-00-0631,10010,C15,C19,C21,C01,C03,C14,C11,C10,C04,,,,,,,,,,,,,,,,,,
8936,000603-00-0632,10011,C10,C21,C12,C14,C15,C16,C19,C22,C23,C01,C02,C03,C06,,,,,,,,,,,,,,
8937,000603-00-0634,10013,C12,C20,C15,,,,,,,,,,,,,,,,,,,,,,,,
8938,000603-00-0636,10015,C19,C20,C01,C02,C03,C10,C12,C14,C15,C11,,,,,,,,,,,,,,,,,
8939,000603-00-0639,10017,C21,C03,,,,,,,,,,,,,,,,,,,,,,,,,
8940,000603-00-0641,10016,C13,C15,C20,C10,C19,C14,,,,,,,,,,,,,,,,,,,,,
8941,000603-00-0642,10020,C20,C01,C12,C08,,,,,,,,,,,,,,,,,,,,,,,
8942,000603-00-0645,10021,C21,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,
8943,000603-00-0647,10022,C10,C19,C21,C03,C14,,,,,,,,,,,,,,,,,,,,,,
8944,000603-00-0648,10000,C08,C03,C19,C06,,,,,,,,,,,,,,,,,,,,,,,
8945,000603-00-0650,10002,C05,C09,C07,,,,,,,,,,,,,,,,,,,,,,,,
8946,000603-00-0651,10001,C21,C15,C03,C12,C10,C02,,,,,,,,,,,,,,,,,,,,,
8947,000603-00-0653,10004,C06,C14,C22,C04,,,,,,,,,,,,,,,,,,,,,,,
8948,000603-00-0655,10005,C01,C02,C07,,,,,,,,,,,,,,,,,,,,,,,,
8949,000603-00-0657,10007,C13,C16,C19,C03,C01,C04,,,,,,,,,,,,,,,,,,,,,
8950,000603-00-0659,10008,C02,C08,C04,C14,C22,C17,C16,C11,C10,,,,,,,,,,,,,,,,,,
8951,000603-00-0661,10011,C08,C04,C14,C16,,,,,,,,,,,,,,,,,,,,,,,
8952,000603-00-0664,10006,C20,C21,C02,C12,C05,C03,,,,,,,,,,,,,,,,,,,,,
8953,000603-00-0665,10014,C03,C06,C20,C16,C15,C01,,,,,,,,,,,,,,,,,,,,,
8954,000603-00-0668,10013,C15,C19,C01,C02,C12,C10,C21,C04,C06,,,,,,,,,,,,,,,,,,
8955,000603-00-0670,10000,C12,C19,,,,,,,,,,,,,,,,,,,,,,,,,
8956,000603-00-0672,10002,C12,C03,C20,C19,C01,C02,C15,,,,,,,,,,,,,,,,,,,,
8957,000603-00-0673,10004,C03,C06,C15,C10,C12,C01,C19,C08,C21,,,,,,,,,,,,,,,,,,
8958,000603-00-0674,10009,C14,C06,C11,C21,C03,C09,C04,C05,C22,C08,C07,,,,,,,,,,,,,,,,
8959,000603-00-0676,10007,C14,C05,,,,,,,,,,,,,,,,,,,,,,,,,
8960,000603-00-0677,10008,C06,C14,,,,,,,,,,,,,,,,,,,,,,,,,
8961,000603-00-0678,10009,C02,C19,C04,C21,C14,C22,C01,C06,C10,,,,,,,,,,,,,,,,,,
8962,000603-00-0680,10010,C20,C12,C01,C13,,,,,,,,,,,,,,,,,,,,,,,
8963,000603-00-0681,10012,C03,C21,C20,,,,,,,,,,,,,,,,,,,,,,,,
8964,000603-00-0683,10013,C03,C21,,,,,,,,,,,,,,,,,,,,,,,,,
8965,000603-00-0684,10005,C20,C06,C02,C13,,,,,,,,,,,,,,,,,,,,,,,
8966,000603-00-0686,10011,C14,C03,C20,C06,C21,C01,C22,C10,C08,C12,C15,C04,,,,,,,,,,,,,,,
8967,000603-00-0689,10014,C10,C19,C21,C02,C01,,,,,,,,,,,,,,,,,,,,,,
8968,000603-00-0691,10006,C12,C20,C19,C15,,,,,,,,,,,,,,,,,,,,,,,
8969,000603-00-0693,10010,C20,C19,C15,C03,C14,C12,C10,C01,C02,,,,,,,,,,,,,,,,,,
8970,000603-00-0694,10018,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
8971,000603-00-0696,10020,C12,C14,C03,C10,C15,C02,C19,C20,,,,,,,,,,,,,,,,,,,
8972,000603-00-0699,10017,C14,C06,C02,C19,C01,C03,C15,C12,,,,,,,,,,,,,,,,,,,
8973,000603-00-0701,10021,C19,C20,C03,C01,C12,C14,C15,C10,,,,,,,,,,,,,,,,,,,
8974,000603-00-0702,10022,C03,C20,C04,C15,,,,,,,,,,,,,,,,,,,,,,,
8975,000603-00-0704,10014,C14,C13,C12,C11,C10,C09,C08,C07,C01,C23,C22,,,,,,,,,,,,,,,,
8976,000603-00-0707,10000,C01,C02,C03,C13,C17,,,,,,,,,,,,,,,,,,,,,,
8977,000603-00-0708,10001,C10,C15,C07,C19,C05,C21,C12,C23,C16,C01,C22,C06,C11,C20,C08,C04,C09,C02,C03,,,,,,,,
8978,000603-00-0711,10003,C06,C21,C19,C12,C05,,,,,,,,,,,,,,,,,,,,,,
8979,000603-00-0712,10019,C04,C08,C06,C02,C21,C14,C22,C11,C19,C16,C10,C05,C03,C01,C23,C20,C07,C09,C12,C15,,,,,,,
8980,000603-00-0714,10002,C20,C12,C13,C03,C19,C11,C02,C10,,,,,,,,,,,,,,,,,,,
8981,000603-00-0715,10006,C20,C19,C15,,,,,,,,,,,,,,,,,,,,,,,,
8982,000603-00-0716,10004,C07,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
8983,000603-00-0718,10005,C15,C19,C02,C03,C14,C01,C04,,,,,,,,,,,,,,,,,,,,
8984,000603-00-0720,10007,C20,C15,C12,C10,,,,,,,,,,,,,,,,,,,,,,,
8985,000603-00-0723,10008,C14,C19,C07,,,,,,,,,,,,,,,,,,,,,,,,
8986,000603-00-0725,10010,C03,C12,C14,C19,C01,,,,,,,,,,,,,,,,,,,,,,
8987,000603-00-0726,10012,C02,C12,C15,C01,C19,C03,C10,,,,,,,,,,,,,,,,,,,,
8988,000603-00-0728,10011,C02,C08,C04,C14,C06,C19,,,,,,,,,,,,,,,,,,,,,
8989,000603-00-0731,10013,C03,C14,C07,,,,,,,,,,,,,,,,,,,,,,,,
8990,000603-00-0732,10014,C21,C11,C06,C08,C22,C14,C02,C03,C07,,,,,,,,,,,,,,,,,,
8991,000603-00-0734,10015,C05,,,,,,,,,,,,,,,,,,,,,,,,,,
8992,000603-00-0735,10017,C19,C03,C20,,,,,,,,,,,,,,,,,,,,,,,,
8993,000603-00-0738,10018,C19,C01,C14,C12,,,,,,,,,,,,,,,,,,,,,,,
8994,000603-00-0739,10016,C10,C03,C19,C01,C14,C21,C02,C15,C04,C06,,,,,,,,,,,,,,,,,
8995,000603-00-0742,10020,C04,C02,C14,C08,C22,C21,,,,,,,,,,,,,,,,,,,,,
8996,000603-00-0744,10021,C12,C19,C03,C20,C15,C01,C10,C22,,,,,,,,,,,,,,,,,,,
8997,000603-00-0745,10019,C20,C01,C02,C03,C10,C12,C14,C15,C19,,,,,,,,,,,,,,,,,,
8998,000603-00-0747,10000,C21,C03,C01,C06,C14,C19,C08,,,,,,,,,,,,,,,,,,,,
8999,000603-00-0749,10022,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,000603-00-0752,10002,C10,C03,C12,C14,C15,C19,C20,C01,C02,,,,,,,,,,,,,,,,,,
9001,000603-00-0753,10003,C03,C21,C15,C04,C02,C01,C14,,,,,,,,,,,,,,,,,,,,
9002,000603-00-0754,10004,C14,C22,C03,C06,C12,,,,,,,,,,,,,,,,,,,,,,
9003,000603-00-0757,10001,C14,C03,C20,C19,C02,C10,C12,C01,C15,,,,,,,,,,,,,,,,,,
9004,000603-00-0759,10007,C20,C12,C14,,,,,,,,,,,,,,,,,,,,,,,,
9005,000603-00-0760,10005,C12,C08,C19,C15,C01,C21,,,,,,,,,,,,,,,,,,,,,
9006,000603-00-0762,10006,C04,C02,C19,C21,,,,,,,,,,,,,,,,,,,,,,,
9007,000603-00-0764,10009,C02,C03,C01,C19,C21,,,,,,,,,,,,,,,,,,,,,,
9008,000603-00-0767,10010,C02,C03,C19,C01,C21,,,,,,,,,,,,,,,,,,,,,,
9009,000603-00-0768,10011,C11,C14,C20,C03,C21,C06,C22,C19,,,,,,,,,,,,,,,,,,,
9010,000603-00-0769,10015,C20,C12,C14,,,,,,,,,,,,,,,,,,,,,,,,
9011,000603-00-0771,10012,C05,C09,C07,C23,C06,,,,,,,,,,,,,,,,,,,,,,
9012,000603-00-0773,10008,C14,C21,C06,C22,C04,C15,C12,,,,,,,,,,,,,,,,,,,,
9013,000603-00-0776,10014,C01,C05,C09,,,,,,,,,,,,,,,,,,,,,,,,
9014,000603-00-0777,10013,C01,C05,C09,C10,C21,C16,,,,,,,,,,,,,,,,,,,,,
9015,000603-00-0778,10020,C02,C10,C15,C12,C03,,,,,,,,,,,,,,,,,,,,,,
9016,000603-00-0780,10019,C06,C14,C03,,,,,,,,,,,,,,,,,,,,,,,,
9017,000603-00-0783,10022,C21,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,
9018,000603-00-0785,10016,C06,C14,C02,C04,C08,C03,C22,C19,C15,,,,,,,,,,,,,,,,,,
9019,000603-00-0787,10021,C02,C01,C10,C19,C14,C21,,,,,,,,,,,,,,,,,,,,,
9020,000603-00-0789,10000,C08,C14,C06,C22,C16,,,,,,,,,,,,,,,,,,,,,,
9021,000603-00-0792,10018,C04,C08,C06,C02,C21,C22,C19,C01,C14,C03,,,,,,,,,,,,,,,,,
9022,000603-00-0793,10001,C21,C01,C15,C19,C08,C02,C06,C05,C14,,,,,,,,,,,,,,,,,,
9023,000603-00-0795,10005,C01,C19,C20,C18,C15,C14,,,,,,,,,,,,,,,,,,,,,
9024,000603-00-0797,10003,C21,C14,C03,C01,C19,C12,C02,C06,C07,C11,,,,,,,,,,,,,,,,,
9025,000603-00-0799,10004,C19,C03,C06,C20,C21,C12,C01,C17,C02,C10,,,,,,,,,,,,,,,,,
9026,000603-00-0800,10011,C11,C12,,,,,,,,,,,,,,,,,,,,,,,,,
9027,000603-00-0802,10010,C13,C06,,,,,,,,,,,,,,,,,,,,,,,,,
9028,000603-00-0804,10008,C19,C21,C04,C01,C06,C12,C03,C02,,,,,,,,,,,,,,,,,,,
9029,000603-00-0807,10009,C06,C20,,,,,,,,,,,,,,,,,,,,,,,,,
9030,000603-00-0808,10006,C02,C06,C21,C11,C22,C13,C05,C14,C19,,,,,,,,,,,,,,,,,,
9031,000603-00-0811,10007,C04,C08,C15,C06,C02,C01,C22,C03,C20,C19,C14,,,,,,,,,,,,,,,,
9032,000603-00-0812,10013,C12,C10,C03,C23,C15,C19,C14,C18,,,,,,,,,,,,,,,,,,,
9033,000603-00-0815,10015,C02,C21,C14,C04,,,,,,,,,,,,,,,,,,,,,,,
9034,000603-00-0817,10016,C08,C02,C04,C14,C21,C22,,,,,,,,,,,,,,,,,,,,,
9035,000603-00-0819,10012,C01,C03,C15,C20,C19,C12,C10,C14,C21,C13,C02,,,,,,,,,,,,,,,,
9036,000603-00-0821,10018,C01,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,
9037,000603-00-0823,10014,C08,C02,C14,C04,C19,,,,,,,,,,,,,,,,,,,,,,
9038,000603-00-0825,10020,C06,C10,C19,C03,,,,,,,,,,,,,,,,,,,,,,,
9039,000603-00-0826,10000,C13,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,000603-00-0827,10001,C06,C14,,,,,,,,,,,,,,,,,,,,,,,,,
9041,000603-00-0829,10022,C21,C01,C04,C08,C06,C14,C15,C19,C20,,,,,,,,,,,,,,,,,,
