,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
9097,000801-00-0382,C01,C03,C13,,,,,,,,,,,,,,,
9098,000801-00-0384,C03,C05,C11,C13,C02,,,,,,,,,,,,,
9099,000801-00-0387,C01,C03,C04,C12,C05,,,,,,,,,,,,,
9100,000801-00-0388,C16,C14,C05,C03,C01,C10,C09,C08,C12,C15,C17,C06,C07,C18,C13,,,
9101,000801-00-0390,C05,C01,C03,,,,,,,,,,,,,,,
9102,000801-00-0393,C12,C01,C16,,,,,,,,,,,,,,,
9103,000801-00-0394,C17,,,,,,,,,,,,,,,,,
9104,000801-00-0397,C03,C04,C13,C12,C11,C01,C17,C02,C09,C05,,,,,,,,
9105,000801-00-0399,C02,C06,C01,C17,C14,C15,C12,C18,C05,,,,,,,,,
9106,000801-00-0400,C01,C18,C17,C16,C15,C14,C12,C10,C09,C08,C07,C06,C05,C04,C03,C02,C13,C11
9107,000801-00-0402,C04,C01,,,,,,,,,,,,,,,,
9108,000801-00-0404,C12,,,,,,,,,,,,,,,,,
9109,000801-00-0405,C12,C05,,,,,,,,,,,,,,,,
9110,000801-00-0407,C01,C02,,,,,,,,,,,,,,,,
9111,000801-00-0408,C12,,,,,,,,,,,,,,,,,
9112,000801-00-0410,C12,C02,C01,,,,,,,,,,,,,,,
9113,000801-00-0412,C01,C02,C16,C03,,,,,,,,,,,,,,
9114,000801-00-0414,C04,C12,C13,C17,,,,,,,,,,,,,,
9115,000801-00-0416,C02,C03,C05,,,,,,,,,,,,,,,
9116,000801-00-0418,C16,C02,C03,C13,,,,,,,,,,,,,,
9117,000801-00-0420,C01,C03,C02,C13,C12,C04,C11,C14,,,,,,,,,,
9118,000801-00-0422,C01,,,,,,,,,,,,,,,,,
9119,000801-00-0424,C12,C01,,,,,,,,,,,,,,,,
9120,000801-00-0426,C04,C01,C11,C09,C12,C13,C14,C15,C17,C02,C03,C05,C06,,,,,
9121,000801-00-0428,C01,,,,,,,,,,,,,,,,,
9122,000801-00-0431,C01,C04,C15,C17,C14,C11,C13,C06,,,,,,,,,,
9123,000801-00-0432,C12,C02,C01,C03,,,,,,,,,,,,,,
9124,000801-00-0434,C01,C13,C04,C02,C07,C05,C12,C09,C14,,,,,,,,,
9125,000801-00-0436,C17,C04,C11,C13,C02,C03,C05,C12,,,,,,,,,,
9126,000801-00-0438,C02,C14,C12,C11,C04,C15,C05,,,,,,,,,,,
9127,000801-00-0439,C02,C14,C12,C15,C11,C05,C04,,,,,,,,,,,
9128,000801-00-0441,C12,C02,C13,C11,C16,,,,,,,,,,,,,
9129,000801-00-0443,C11,C01,C03,C13,C02,,,,,,,,,,,,,
9130,000801-00-0444,C14,C11,C09,,,,,,,,,,,,,,,
9131,000801-00-0447,C03,C16,C17,C01,C02,C07,C08,C09,C10,C11,C12,C13,C14,C15,C18,C04,C05,
9132,000801-00-0448,C01,C02,C11,C13,C12,C10,,,,,,,,,,,,
9133,000801-00-0451,C13,C01,C02,C03,C04,C05,C11,C12,,,,,,,,,,
9134,000801-00-0454,C01,C02,,,,,,,,,,,,,,,,
9135,000801-00-0456,C03,C17,C16,C12,C05,C01,C04,C11,C02,C13,C08,,,,,,,
9136,000801-00-0457,C02,C15,C16,C18,C03,C13,C11,C08,C14,,,,,,,,,
9137,000801-00-0458,C01,C13,C04,C05,C12,C14,,,,,,,,,,,,
9138,000801-00-0460,C12,,,,,,,,,,,,,,,,,
9139,000801-00-0464,C01,C13,C11,C14,,,,,,,,,,,,,,
9140,000801-00-0467,C17,C03,C01,C12,C16,C13,C15,C05,,,,,,,,,,
9141,000801-00-0468,C01,C12,,,,,,,,,,,,,,,,
9142,000801-00-0470,C17,C04,C03,,,,,,,,,,,,,,,
9143,000801-00-0472,C04,,,,,,,,,,,,,,,,,
9144,000801-00-0475,C04,C16,C12,C02,C11,C13,,,,,,,,,,,,
9145,000801-00-0477,C11,C01,C02,,,,,,,,,,,,,,,
9146,000801-00-0480,C01,C05,C16,,,,,,,,,,,,,,,
9147,000801-00-0481,C12,C05,,,,,,,,,,,,,,,,
9148,000801-00-0483,C11,C09,C07,C15,C06,C13,C18,C16,C12,C05,,,,,,,,
9149,000801-00-0484,C05,C12,C13,C02,C01,C03,,,,,,,,,,,,
9150,000801-00-0486,C02,C04,C01,,,,,,,,,,,,,,,
9151,000801-00-0488,C11,C03,C02,C01,C15,C13,,,,,,,,,,,,
9152,000801-00-0489,C05,C01,C02,C03,C15,,,,,,,,,,,,,
9153,000801-00-0491,C04,,,,,,,,,,,,,,,,,
9154,000801-00-0493,C01,C13,C02,C14,C16,C12,C03,,,,,,,,,,,
9155,000801-00-0495,C12,C03,C01,C13,C02,,,,,,,,,,,,,
9156,000801-00-0497,C11,,,,,,,,,,,,,,,,,
9157,000801-00-0499,C12,,,,,,,,,,,,,,,,,
9158,000802-00-0001,C15,C01,C05,WI0,,,,,,,,,,,,,,
9159,000802-00-0002,C17,C01,C03,C05,,,,,,,,,,,,,,
9160,000802-00-0002,C16,WI0,C10,C13,C03,C01,C17,C18,C06,C07,C08,C09,C11,C12,C14,C15,C04,C05
9161,000802-00-0003,C04,C02,WI0,C12,C05,C01,WI0,,,,,,,,,,,
9162,000802-00-0003,C05,C16,C02,C03,,,,,,,,,,,,,,
9163,000802-00-0004,C02,C01,C05,C16,C12,C07,C15,C09,,,,,,,,,,
9164,000802-00-0005,overvote,,,,,,,,,,,,,,,,,
9165,000802-00-0006,C01,,,,,,,,,,,,,,,,,
9166,000802-00-0006,C04,C02,WI0,,,,,,,,,,,,,,,
9167,000802-00-0009,C01,,,,,,,,,,,,,,,,,
9168,000802-00-0010,C01,C02,C04,C05,C10,,,,,,,,,,,,,
9169,000802-00-0012,C01,C02,C04,,,,,,,,,,,,,,,
9170,000802-00-0015,C05,C03,,,,,,,,,,,,,,,,
9171,000802-00-0017,C02,C14,C09,,,,,,,,,,,,,,,
9172,000802-00-0018,C03,C01,C02,C13,C05,C16,C12,C07,,,,,,,,,,
9173,000802-00-0020,C02,C17,C12,C01,C14,C09,,,,,,,,,,,,
9174,000802-00-0022,C14,C16,C17,C01,C05,C12,C13,,,,,,,,,,,
9175,000802-00-0025,C11,C12,C13,C02,C03,C05,C04,C15,C17,C18,C14,C10,C09,C08,C07,C06,,
9176,000802-00-0027,C02,C01,C04,C11,C16,C12,,,,,,,,,,,,
9177,000802-00-0028,C17,,,,,,,,,,,,,,,,,
9178,000802-00-0029,0),,,,,,,,,,,,,,,,,
9179,000802-00-0030,C14,,,,,,,,,,,,,,,,,
9180,000802-00-0030,0),,,,,,,,,,,,,,,,,
9181,000802-00-0031,C05,C01,C15,C03,C11,C04,C12,,,,,,,,,,,
9182,000802-00-0031,0),,,,,,,,,,,,,,,,,
9183,000802-00-0033,C01,C12,C03,C13,C02,,,,,,,,,,,,,
9184,000802-00-0035,C03,C15,C01,C11,,,,,,,,,,,,,,
9185,000802-00-0037,C04,C12,C05,C16,C15,C01,C03,,,,,,,,,,,
9186,000802-00-0040,C05,C16,C17,C01,C12,C02,C13,C03,C15,,,,,,,,,
9187,000802-00-0042,C15,C05,C01,,,,,,,,,,,,,,,
9188,000802-00-0044,C05,C11,C13,C02,C01,C03,,,,,,,,,,,,
9189,000802-00-0046,C01,C11,C13,C16,C02,,,,,,,,,,,,,
9190,000802-00-0047,C14,,,,,,,,,,,,,,,,,
9191,000802-00-0048,C14,C17,C05,,,,,,,,,,,,,,,
9192,000802-00-0050,C01,C12,C15,C05,C17,C06,C07,C11,C13,C02,,,,,,,,
9193,000802-00-0052,C01,C14,C04,C11,C13,C16,C02,C12,,,,,,,,,,
9194,000802-00-0053,C02,C12,C14,,,,,,,,,,,,,,,
9195,000802-00-0055,C14,C17,C16,C01,,,,,,,,,,,,,,
9196,000802-00-0057,C03,C16,C01,C11,C14,C02,C05,C13,C15,,,,,,,,,
9197,000802-00-0059,C14,C11,C02,C01,C05,C13,C12,C15,,,,,,,,,,
9198,000802-00-0061,C02,C11,C13,,,,,,,,,,,,,,,
9199,000802-00-0063,C02,C13,C11,C01,,,,,,,,,,,,,,
9200,000802-00-0065,C05,C16,C17,C01,C12,C02,C13,C03,C15,,,,,,,,,
9201,000802-00-0068,C02,C01,,,,,,,,,,,,,,,,
9202,000802-00-0069,C02,C08,C13,C01,C11,C05,,,,,,,,,,,,
9203,000802-00-0071,C04,C12,,,,,,,,,,,,,,,,
9204,000802-00-0073,C06,C04,,,,,,,,,,,,,,,,
9205,000802-00-0075,C12,C01,C02,C13,C16,C11,C03,C10,C05,,,,,,,,,
9206,000802-00-0077,C05,C17,C02,C12,C13,,,,,,,,,,,,,
9207,000802-00-0080,C17,C05,C11,,,,,,,,,,,,,,,
9208,000802-00-0082,C05,C17,,,,,,,,,,,,,,,,
9209,000802-00-0083,C02,C12,C05,,,,,,,,,,,,,,,
9210,000802-00-0085,C17,C12,C01,,,,,,,,,,,,,,,
9211,000802-00-0087,C02,C01,C03,C14,,,,,,,,,,,,,,
9212,000802-00-0089,C06,C14,C02,C03,,,,,,,,,,,,,,
9213,000802-00-0090,C05,C02,C01,C12,C16,,,,,,,,,,,,,
9214,000802-00-0092,C01,C04,,,,,,,,,,,,,,,,
9215,000802-00-0094,C02,C06,C12,,,,,,,,,,,,,,,
9216,000802-00-0096,C05,,,,,,,,,,,,,,,,,
9217,000802-00-0098,C01,C17,C13,C12,C11,C05,C04,C03,C02,C18,C07,C08,C09,C10,C16,C15,C14,
9218,000802-00-0101,C01,C03,C12,,,,,,,,,,,,,,,
9219,000802-00-0103,C14,,,,,,,,,,,,,,,,,
9220,000802-00-0105,C11,C15,C01,C03,C09,,,,,,,,,,,,,
9221,000802-00-0107,C01,C16,C02,C04,C05,C12,C11,C03,C13,C15,,,,,,,,
9222,000802-00-0108,C17,C11,C16,C13,C02,C01,C04,C06,C12,C14,C10,C18,C09,C08,C07,C05,C15,C03
9223,000802-00-0110,C18,C12,C02,,,,,,,,,,,,,,,
9224,000802-00-0111,C01,C04,C02,,,,,,,,,,,,,,,
9225,000802-00-0113,C04,C17,,,,,,,,,,,,,,,,
9226,000802-00-0116,C16,C01,C13,C15,C12,,,,,,,,,,,,,
9227,000802-00-0117,C03,C01,C13,C11,C02,C16,C07,,,,,,,,,,,
9228,000802-00-0120,C01,C14,C02,C16,,,,,,,,,,,,,,
9229,000802-00-0122,C17,C02,C03,C04,C05,C12,C15,,,,,,,,,,,
9230,000802-00-0123,C01,C04,C02,,,,,,,,,,,,,,,
9231,000802-00-0125,C02,C01,C12,,,,,,,,,,,,,,,
9232,000802-00-0127,C07,C08,C09,C10,C16,C17,C18,,,,,,,,,,,
9233,000802-00-0129,C14,C01,C18,C02,,,,,,,,,,,,,,
9234,000802-00-0131,C01,C05,C11,C02,C03,,,,,,,,,,,,,
9235,000802-00-0133,C01,C11,C16,,,,,,,,,,,,,,,
9236,000802-00-0135,C14,C02,C04,C13,C11,C06,C07,C08,C09,,,,,,,,,
9237,000802-00-0137,C02,C01,C12,,,,,,,,,,,,,,,
9238,000802-00-0139,C01,C02,C05,C16,C15,C11,,,,,,,,,,,,
9239,000802-00-0142,C14,C01,C02,,,,,,,,,,,,,,,
9240,000802-00-0145,C01,C03,C05,C14,,,,,,,,,,,,,,
9241,000802-00-0146,C03,C17,C09,C13,C01,C02,C16,C11,C12,C04,,,,,,,,
9242,000802-00-0148,C02,C03,C13,C16,C05,C11,C12,C14,C15,C17,C18,C01,C04,C06,C07,C08,C09,C10
9243,000802-00-0149,C02,C13,C05,C03,C04,C01,C16,,,,,,,,,,,
9244,000802-00-0151,C11,C05,C02,C03,C13,C15,,,,,,,,,,,,
9245,000802-00-0154,C03,C05,C14,C02,C01,C12,,,,,,,,,,,,
9246,000802-00-0156,C06,C05,C15,C12,,,,,,,,,,,,,,
9247,000802-00-0157,C02,C06,C12,C14,C05,,,,,,,,,,,,,
9248,000802-00-0159,C04,C01,C02,C12,,,,,,,,,,,,,,
9249,000802-00-0161,C02,C01,C04,C11,C16,C17,C05,C09,C12,,,,,,,,,
9250,000802-00-0164,C01,C02,C16,C12,C05,C03,,,,,,,,,,,,
9251,000802-00-0166,C01,C16,C05,C02,C04,C12,,,,,,,,,,,,
9252,000802-00-0168,C04,C05,C01,C12,C03,C13,C16,C02,C11,C17,,,,,,,,
9253,000802-00-0170,C12,C02,C11,C13,C05,C15,C14,C16,,,,,,,,,,
9254,000802-00-0172,C05,C17,C02,,,,,,,,,,,,,,,
9255,000802-00-0174,C17,C05,,,,,,,,,,,,,,,,
9256,000802-00-0176,C11,C02,C05,C12,,,,,,,,,,,,,,
9257,000802-00-0177,C16,C03,C13,C01,C02,C11,C06,,,,,,,,,,,
9258,000802-00-0180,C16,C13,C12,,,,,,,,,,,,,,,
9259,000802-00-0181,C02,C12,C04,C05,,,,,,,,,,,,,,
9260,000802-00-0184,C02,C01,C14,C16,C05,C04,C12,,,,,,,,,,,
9261,000802-00-0185,C12,C02,C16,C05,C01,C03,C13,C04,,,,,,,,,,
9262,000802-00-0187,C02,C16,C01,C14,,,,,,,,,,,,,,
9263,000802-00-0189,C02,C16,C01,C11,,,,,,,,,,,,,,
9264,000802-00-0191,C02,C01,,,,,,,,,,,,,,,,
9265,000802-00-0194,C04,C06,,,,,,,,,,,,,,,,
9266,000802-00-0195,C01,C17,C05,C02,C12,C16,C15,C14,,,,,,,,,,
9267,000802-00-0197,C01,C02,C06,C16,C05,C12,C17,C14,C04,,,,,,,,,
9268,000802-00-0199,C02,C01,C06,C16,C05,C04,C12,C11,,,,,,,,,,
9269,000802-00-0201,C06,C04,C05,C03,,,,,,,,,,,,,,
9270,000802-00-0203,C02,,,,,,,,,,,,,,,,,
9271,000802-00-0205,C01,C02,C12,C04,C05,,,,,,,,,,,,,
9272,000802-00-0208,C15,C01,C02,C03,C04,C05,C11,C12,C13,,,,,,,,,
9273,000802-00-0209,C16,C01,,,,,,,,,,,,,,,,
9274,000802-00-0212,C01,C02,C16,C12,C05,C17,C03,,,,,,,,,,,
9275,000802-00-0213,C14,C01,C12,C09,,,,,,,,,,,,,,
9276,000802-00-0214,C17,C16,C06,C02,C05,,,,,,,,,,,,,
9277,000802-00-0216,C17,C16,C06,C02,C05,,,,,,,,,,,,,
9278,000802-00-0219,C02,C03,C11,,,,,,,,,,,,,,,
9279,000802-00-0220,C03,C04,C05,C11,C12,C13,C15,,,,,,,,,,,
9280,000802-00-0223,C12,C02,,,,,,,,,,,,,,,,
9281,000802-00-0225,C02,C01,C05,C12,C13,C17,C04,C11,C15,,,,,,,,,
9282,000802-00-0226,C01,C02,C11,,,,,,,,,,,,,,,
9283,000802-00-0228,C12,C03,C02,C14,C01,,,,,,,,,,,,,
9284,000802-00-0231,C02,C03,C05,C12,C13,C01,,,,,,,,,,,,
9285,000802-00-0233,C02,C03,C05,C13,C01,,,,,,,,,,,,,
9286,000802-00-0236,C01,C05,C04,C17,C16,C06,C07,C14,C12,,,,,,,,,
9287,000802-00-0237,C16,C01,C17,,,,,,,,,,,,,,,
9288,000802-00-0239,C02,C03,C13,,,,,,,,,,,,,,,
9289,000802-00-0241,C02,C01,C05,C12,C13,C16,C04,C11,C15,,,,,,,,,
9290,000802-00-0242,C17,C11,C03,C05,C13,C12,C14,C15,C02,C16,,,,,,,,
9291,000802-00-0246,C02,C09,C01,C05,C14,C17,,,,,,,,,,,,
9292,000802-00-0248,C02,C03,C13,C16,C01,,,,,,,,,,,,,
9293,000802-00-0250,C05,C01,C11,C15,C06,C12,C17,C02,,,,,,,,,,
9294,000802-00-0251,C02,C01,C15,C16,C04,C17,C14,,,,,,,,,,,
9295,000802-00-0267,C01,C02,C09,C12,C13,C14,,,,,,,,,,,,
9296,000802-00-0269,C09,C13,C02,C01,C14,C12,,,,,,,,,,,,
9297,000802-00-0272,C02,C13,C14,C05,C12,C01,C04,,,,,,,,,,,
9298,000802-00-0284,C02,C01,,,,,,,,,,,,,,,,
9299,000802-00-0286,C02,C13,C14,C05,C12,C01,C04,,,,,,,,,,,
9300,000802-00-0287,C03,C01,C09,,,,,,,,,,,,,,,
9301,000802-00-0291,C05,C15,,,,,,,,,,,,,,,,
9302,000802-00-0292,C05,C15,,,,,,,,,,,,,,,,
9303,000802-00-0293,C14,C01,C02,C13,,,,,,,,,,,,,,
9304,000802-00-0294,C15,C05,C11,C02,C09,C12,C01,C03,C13,C17,,,,,,,,
9305,000802-00-0296,C05,C12,C02,C01,,,,,,,,,,,,,,
9306,000802-00-0298,C12,C05,C02,,,,,,,,,,,,,,,
9307,000802-00-0300,C12,C05,C02,C03,C01,,,,,,,,,,,,,
9308,000802-00-0302,C02,C03,C11,C05,C15,,,,,,,,,,,,,
9309,000802-00-0304,C02,C01,C05,C04,,,,,,,,,,,,,,
9310,000802-00-0305,C12,C06,C05,C03,,,,,,,,,,,,,,
9311,000802-00-0306,C01,C06,C07,C08,C09,C14,,,,,,,,,,,,
9312,000802-00-0307,C09,C03,C14,C02,C01,C16,,,,,,,,,,,,
9313,000802-00-0310,C16,C11,C01,,,,,,,,,,,,,,,
9314,000802-00-0311,C02,C12,C16,C05,C17,C04,C01,C03,C13,,,,,,,,,
9315,000802-00-0312,C01,C11,C13,,,,,,,,,,,,,,,
9316,000802-00-0313,C05,C17,C15,C12,,,,,,,,,,,,,,
9317,000802-00-0314,C03,C04,C01,C05,C13,C14,,,,,,,,,,,,
9318,000802-00-0316,C02,C15,,,,,,,,,,,,,,,,
9319,000802-00-0320,C05,C15,C17,C12,,,,,,,,,,,,,,
9320,000802-00-0321,C16,C01,C05,C03,C13,C02,C12,C04,,,,,,,,,,
9321,000802-00-0322,C11,C13,C03,C05,C02,C01,C15,C12,,,,,,,,,,
9322,000802-00-0323,C16,C01,C03,C02,C13,,,,,,,,,,,,,
9323,000802-00-0324,C17,,,,,,,,,,,,,,,,,
9324,000802-00-0325,C02,C01,C05,C12,,,,,,,,,,,,,,
9325,000802-00-0326,C04,C02,C13,C03,C01,C12,C11,C15,C05,,,,,,,,,
9326,000802-00-0327,C02,C11,C13,C05,C03,C01,,,,,,,,,,,,
9327,000802-00-0328,C14,C01,,,,,,,,,,,,,,,,
9328,000802-00-0329,C14,C02,C13,C16,C17,,,,,,,,,,,,,
9329,000802-00-0330,C01,C02,C05,C11,,,,,,,,,,,,,,
9330,000802-00-0331,C02,C01,C04,C16,,,,,,,,,,,,,,
9331,000802-00-0332,C11,C01,C05,C02,C13,C03,C15,C16,,,,,,,,,,
9332,000802-00-0333,C05,C13,C11,C02,C03,C01,C15,,,,,,,,,,,
9333,000802-00-0334,C13,C03,C02,C11,C01,C05,,,,,,,,,,,,
9334,000802-00-0335,C03,,,,,,,,,,,,,,,,,
9335,000802-00-0336,C06,C07,C14,C08,C02,C09,C05,C04,C11,C15,C12,C01,C18,C03,,,,
9336,000802-00-0337,C02,C03,C01,C05,C13,C11,,,,,,,,,,,,
9337,000802-00-0338,C06,C17,C01,C11,C18,C14,,,,,,,,,,,,
9338,000802-00-0340,C02,C05,,,,,,,,,,,,,,,,
9339,000802-00-0341,C02,C05,,,,,,,,,,,,,,,,
9340,000802-00-0342,C03,C01,C02,C13,C04,C05,C14,,,,,,,,,,,
9341,000802-00-0343,C06,,,,,,,,,,,,,,,,,
9342,000802-00-0345,C14,,,,,,,,,,,,,,,,,
9343,000802-00-0347,C14,C02,C05,,,,,,,,,,,,,,,
9344,000802-00-0349,C17,C05,C15,C01,,,,,,,,,,,,,,
9345,000802-00-0350,C14,C02,C05,C01,C03,,,,,,,,,,,,,
9346,000802-00-0352,C06,,,,,,,,,,,,,,,,,
9347,000802-00-0353,C16,C01,C05,C15,C03,C04,C14,,,,,,,,,,,
9348,000802-00-0356,C03,C02,C16,,,,,,,,,,,,,,,
9349,000802-00-0358,C02,C03,C01,C09,C14,,,,,,,,,,,,,
9350,000802-00-0359,C05,C02,C11,C12,C13,C15,C01,C03,C04,,,,,,,,,
9351,000802-00-0360,C15,C01,C03,C13,C02,C04,C05,C11,C12,,,,,,,,,
9352,000802-00-0362,C04,C03,,,,,,,,,,,,,,,,
9353,000802-00-0363,C14,C02,C17,C13,C16,,,,,,,,,,,,,
9354,000802-00-0365,C12,C17,C01,C02,C03,C15,C13,,,,,,,,,,,
9355,000802-00-0367,C09,C02,C05,C12,C18,C13,C03,C11,,,,,,,,,,
9356,000802-00-0368,C12,C13,C01,C02,C11,C10,C03,,,,,,,,,,,
9357,000802-00-0370,C05,C15,C01,C07,C02,C03,C13,,,,,,,,,,,
9358,000802-00-0371,C01,C04,C14,C06,C07,C10,C18,C16,,,,,,,,,,
9359,000802-00-0373,C01,C04,C14,C06,C16,C07,C10,C18,,,,,,,,,,
9360,000802-00-0376,C16,C01,C02,C11,C13,C15,,,,,,,,,,,,
9361,000802-00-0378,C14,C02,C03,C05,C01,C16,C17,C15,C06,C18,C04,C07,C09,C08,C10,C11,C12,C13
9362,000802-00-0381,C01,C14,C02,C13,C04,C03,C12,,,,,,,,,,,
9363,000802-00-0383,C01,,,,,,,,,,,,,,,,,
9364,000802-00-0384,C02,,,,,,,,,,,,,,,,,
9365,000802-00-0386,C12,C02,C03,C13,,,,,,,,,,,,,,
9366,000802-00-0387,C01,C11,C05,,,,,,,,,,,,,,,
9367,000802-00-0389,C05,C14,C03,,,,,,,,,,,,,,,
9368,000802-00-0391,C02,C01,C16,C12,C11,C05,C04,C07,,,,,,,,,,
9369,000802-00-0394,C01,C15,C05,C02,C12,C11,,,,,,,,,,,,
9370,000802-00-0396,C02,C01,,,,,,,,,,,,,,,,
9371,000802-00-0398,C02,C01,C12,C13,C05,,,,,,,,,,,,,
9372,000802-00-0400,C17,C02,C13,,,,,,,,,,,,,,,
9373,000802-00-0403,C11,C02,C12,C03,,,,,,,,,,,,,,
9374,000802-00-0405,C03,C16,C17,C02,C13,C05,C01,C11,C15,,,,,,,,,
9375,000802-00-0406,C03,C02,C01,C13,C09,C11,C04,,,,,,,,,,,
9376,000802-00-0408,C13,C01,C05,,,,,,,,,,,,,,,
9377,000802-00-0410,C13,C01,C15,,,,,,,,,,,,,,,
9378,000802-00-0413,C02,C01,C13,C12,C15,,,,,,,,,,,,,
9379,000802-00-0414,C03,C01,C11,,,,,,,,,,,,,,,
9380,000802-00-0416,C03,C01,C11,,,,,,,,,,,,,,,
9381,000802-00-0418,C16,C13,C12,C11,C01,C04,,,,,,,,,,,,
9382,000802-00-0421,C12,C13,C02,C07,,,,,,,,,,,,,,
9383,000802-00-0422,C16,C04,C13,C14,,,,,,,,,,,,,,
9384,000802-00-0424,C02,C05,C13,C15,,,,,,,,,,,,,,
9385,000802-00-0425,C03,C02,C15,,,,,,,,,,,,,,,
9386,000802-00-0427,C02,C01,C14,C12,C09,C04,C03,C13,,,,,,,,,,
9387,000802-00-0430,C02,C17,C12,C01,,,,,,,,,,,,,,
9388,000802-00-0432,C02,C04,C01,C09,C05,C11,C14,C16,,,,,,,,,,
9389,000802-00-0435,C16,C03,C13,C10,C02,,,,,,,,,,,,,
9390,000802-00-0436,C12,C02,C03,C01,C13,C11,,,,,,,,,,,,
9391,000802-00-0438,C02,C17,C12,C01,,,,,,,,,,,,,,
9392,000802-00-0440,C06,C04,C02,C03,C13,C12,,,,,,,,,,,,
9393,000802-00-0441,C05,C02,C14,,,,,,,,,,,,,,,
9394,000802-00-0444,C15,C14,,,,,,,,,,,,,,,,
9395,000802-00-0446,C14,C02,,,,,,,,,,,,,,,,
9396,000802-00-0448,C11,C02,C03,C05,C13,C01,,,,,,,,,,,,
9397,000802-00-0450,C03,C02,C05,,,,,,,,,,,,,,,
9398,000802-00-0452,C17,C01,C02,C03,C04,C05,C12,C13,C14,C15,,,,,,,,
9399,000802-00-0455,C01,C14,C04,C11,C13,C16,C02,C12,,,,,,,,,,
9400,000802-00-0456,C14,C12,C02,C03,C05,C13,,,,,,,,,,,,
9401,000802-00-0458,C14,C04,C16,C01,,,,,,,,,,,,,,
9402,000802-00-0461,C01,C03,C02,C14,C16,C04,C11,C12,C05,,,,,,,,,
9403,000802-00-0462,C11,C01,C06,C16,,,,,,,,,,,,,,
9404,000802-00-0464,C01,C03,C02,,,,,,,,,,,,,,,
9405,000802-00-0466,C01,C04,C05,C14,,,,,,,,,,,,,,
9406,000802-00-0469,C04,C05,C01,C02,,,,,,,,,,,,,,
9407,000802-00-0471,C02,C01,C11,C13,C10,,,,,,,,,,,,,
9408,000802-00-0473,C01,C07,C15,C13,C14,C11,C17,C06,,,,,,,,,,
9409,000802-00-0474,C14,,,,,,,,,,,,,,,,,
9410,000802-00-0477,C13,C11,C01,C02,,,,,,,,,,,,,,
9411,000802-00-0479,C09,C15,,,,,,,,,,,,,,,,
9412,000802-00-0481,C02,C14,C09,,,,,,,,,,,,,,,
9413,000802-00-0483,C02,C17,C03,C14,C13,C01,,,,,,,,,,,,
9414,000802-00-0485,C14,C02,C11,,,,,,,,,,,,,,,
9415,000802-00-0488,C02,C17,C12,C16,C13,C14,C01,C09,,,,,,,,,,
9416,000802-00-0490,C14,C02,C13,C12,C16,C17,,,,,,,,,,,,
9417,000802-00-0492,C01,C02,C14,C05,C12,,,,,,,,,,,,,
9418,000802-00-0495,C16,C01,C02,C17,C12,C13,C14,,,,,,,,,,,
9419,000802-00-0498,C03,C17,C09,C13,C01,C02,C16,C11,C12,C04,,,,,,,,
9420,000802-00-0499,C01,C14,C02,C16,C03,C11,C13,C06,,,,,,,,,,
9421,000802-00-0500,C14,C01,C05,,,,,,,,,,,,,,,
9422,000802-00-0502,C01,C14,C13,C05,,,,,,,,,,,,,,
9423,000802-00-0503,C14,C02,C17,,,,,,,,,,,,,,,
9424,000802-00-0505,C02,C16,,,,,,,,,,,,,,,,
9425,000802-00-0508,C03,C13,C01,C05,C02,C11,C12,C15,C04,C09,C10,C14,C17,C18,C16,C08,C06,C07
9426,000802-00-0510,C13,C11,C01,,,,,,,,,,,,,,,
9427,000802-00-0511,C04,C16,C11,C12,C13,C02,C03,,,,,,,,,,,
9428,000802-00-0514,C17,C05,C14,C02,,,,,,,,,,,,,,
9429,000802-00-0515,C03,C16,C01,C14,C02,C05,C13,C11,C15,C12,,,,,,,,
9430,000802-00-0517,C01,,,,,,,,,,,,,,,,,
9431,000802-00-0520,C01,C03,C05,C13,,,,,,,,,,,,,,
9432,000802-00-0521,C01,C03,C05,C13,,,,,,,,,,,,,,
9433,000802-00-0524,C02,C05,,,,,,,,,,,,,,,,
9434,000802-00-0525,C14,C02,C05,,,,,,,,,,,,,,,
9435,000802-00-0528,C12,C14,C17,C02,C03,C05,,,,,,,,,,,,
9436,000802-00-0529,C12,C11,C01,C02,C04,C03,,,,,,,,,,,,
9437,000802-00-0531,C05,C17,C11,,,,,,,,,,,,,,,
9438,000802-00-0533,C12,C01,C04,C03,C02,C13,,,,,,,,,,,,
9439,000802-00-0536,C14,C01,C02,C03,C13,C06,C05,C11,C10,C12,C15,C04,C17,C09,,,,
9440,000802-00-0539,C05,C15,C08,,,,,,,,,,,,,,,
9441,000802-00-0540,C06,C17,C15,C05,C03,,,,,,,,,,,,,
9442,000802-00-0543,C02,C03,C05,C04,C15,C11,C12,C13,,,,,,,,,,
9443,000802-00-0545,C04,C16,C01,C18,C17,C11,C15,C02,C12,,,,,,,,,
9444,000802-00-0546,C04,C02,,,,,,,,,,,,,,,,
9445,000802-00-0548,C03,,,,,,,,,,,,,,,,,
9446,000802-00-0551,C16,C01,C02,C17,C12,C13,C14,,,,,,,,,,,
9447,000802-00-0553,C04,C02,C13,,,,,,,,,,,,,,,
9448,000802-00-0554,C05,C01,C12,C13,C03,C02,C15,C07,C14,,,,,,,,,
